iter	Logloss
604	0.3630971938
605	0.3630086841
606	0.3629413261
607	0.3628545959
608	0.3627771386
609	0.3627095012
610	0.3626090596
611	0.3624966395
612	0.3624087451
613	0.3623347426
614	0.3622522854
615	0.3621592552
616	0.3620945252
617	0.3619660079
618	0.3618870361
619	0.3617413676
620	0.3616784841
621	0.3616139564
622	0.3615227398
623	0.3614286078
624	0.3613531778
625	0.3612782074
626	0.3611428772
627	0.3610791589
628	0.3609978644
629	0.360822062
630	0.36076373
631	0.3606634655
632	0.3605875497
633	0.3605636787
634	0.360476784
635	0.3603952817
636	0.3602898457
637	0.3602486536
638	0.3601250693
639	0.360006158
640	0.3599182105
641	0.3598070329
642	0.3596805544
643	0.3596284962
644	0.3594871234
645	0.3593900452
646	0.3593130651
647	0.3591952148
648	0.3590892861
649	0.3590430821
650	0.358965792
651	0.358945649
652	0.3589050749
653	0.3588303656
654	0.35866763
655	0.3586429723
656	0.358543207
657	0.3583905203
658	0.3582572862
659	0.3582145182
660	0.3581088037
661	0.3580371111
662	0.3579566626
663	0.3578856743
664	0.3578407836
665	0.3577017844
666	0.3576310344
667	0.3574836986
668	0.3574674056
669	0.3573304808
670	0.357242728
671	0.3571375515
672	0.3570214614
673	0.3568757206
674	0.3567836047
675	0.3566157843
676	0.35651745
677	0.3563611368
678	0.3562827697
679	0.3561861247
680	0.3560715796
681	0.3558939598
682	0.3557834657
683	0.3557158002
684	0.3556580225
685	0.3556160362
686	0.3554932632
687	0.3554308325
688	0.3553159717
689	0.3552932218
